id,name,unit_cost,remaining_qty,is_active
2036,PROFITEROLES WITH CHOCOLATE PASTRY CREAM ,1.92,15,TRUE
2036,PARIS BREST ,1.92,15,TRUE
2036,MINI PARIS BREST ,1.92,15,TRUE
2036,CHOCOLATE ÉCLAIR,1.92,15,TRUE
2036,MINI CHOCOLATE ECLAIRS- HALF SIZE OF NORMAL ,1.92,15,TRUE
2036,COFFEE ÉCLAIR ,1.92,15,TRUE
2036,EASTER CAKE ,1.92,15,TRUE
2036,ÉCLAIR SHELL -5 CM LENGTH 1 CM WIDTH ,1.92,15,TRUE
2036,MILLIE FEUILLE ,1.92,15,TRUE
2036,MINI MILLIE FUILLE ,1.92,15,TRUE
2036,FRAISIER ,1.92,15,TRUE
2036,FRAISIER - 10 PEOPLE ,1.92,15,TRUE
2036,LARGE GALETTE ,1.92,15,TRUE
2036,STRAWBERRY TART  ,1.92,15,TRUE
2036,MINI STRAWBERRY TARTS,1.92,15,TRUE
2036,BLUEBERRY TART ,1.92,15,TRUE
2036,LARGE LEMON MERINGUE   ,1.92,15,TRUE
2036,LEMON CHEESECAKE BAKED ,1.92,15,TRUE
2036,LEMON MERINGUE   ,1.92,15,TRUE
2036,LARGE LEMON MERINGUE - 10 PEOPLE ,1.92,15,TRUE
2036,FLAN - 8 PEOPLE ,1.92,15,TRUE
2036,MINI LEMON MERINGUE ,1.92,15,TRUE
2036,LEMON ALMOND TARTS ,1.92,15,TRUE
2036,ST HONOURE SMALL ,1.92,15,TRUE
2036,ST HONOURE - 8 PEOPLE,1.92,15,TRUE
2036,MACAROONS- GREEN,1.92,15,TRUE
2036,MACAROONS-PINK,1.92,15,TRUE
2036,MACAROONS- PURPLE ,1.92,15,TRUE
2036,MACAROONS- BROWN ,1.92,15,TRUE
2036,MACAROONS- WHITE ,1.92,15,TRUE
2036,MACAROONS - YELLOW ,1.92,15,TRUE
2036,VOL AU VENT - 5 CM width,1.92,15,TRUE
2036,VOL AU VENT ,1.92,15,TRUE
2036,MADELEINES,1.92,15,TRUE
2036,BIG CHOC CHIP ,1.92,15,TRUE
2036,PEANUT BUTTER COOKIES ,1.92,15,TRUE
2036,SMALL COOKIES ,1.92,15,TRUE
2036,CHOCOLATE TARTS,1.92,15,TRUE
2036,CHOCOLATE CAKE MINI ,1.92,15,TRUE
2036,CARROT CAKE ,1.92,15,TRUE
2036,GLUTEN FREE MINI CAKE ,1.92,15,TRUE
2036,MERVEILLEUX,1.92,15,TRUE
2036,TUILES AUX AMANDES ,1.92,15,TRUE
2036,MINI MERINGUES FOR COFFEE ,1.92,15,TRUE
2036,BREAD AND BUTTER PUDDING ,1.92,15,TRUE
